#{"t_start": 1632671971.0842528, "env_id": null}
r,l,t 
1.190476,9,2194.354545
-0.785714,10,2194.381472
-0.785714,10,2194.407413
1.261905,12,2194.438321
1.071429,4,2194.450263
-0.880952,6,2194.466247
1.309524,14,2194.501158
-0.785714,10,2194.527083
1.190476,9,2194.549996
1.119048,6,2194.565954
1.190476,9,2194.589914
1.261905,12,2194.619834
-9.738095,12,2194.648757
-0.809524,9,2194.672693
-9.642857,16,2194.711589
1.071429,4,2194.722559
1.119048,6,2194.738517
-0.690476,14,2194.775419
1.166667,8,2194.796362
1.095238,5,2194.809328
1.166667,8,2194.830271
1.095238,5,2194.843238
1.238095,11,2194.871162
-0.809524,9,2194.896101
-0.833333,8,2194.91704
1.119048,6,2194.932996
-0.761905,11,2194.961919
1.166667,8,2195.09955
-9.738095,12,2195.12947
-0.833333,8,2195.15241
1.238095,11,2195.181332
1.285714,13,2195.213252
-9.833333,8,2195.233194
-0.809524,9,2195.258101
1.261905,12,2195.288021
-0.809524,9,2195.310985
1.166667,8,2195.331929
1.238095,11,2195.359854
-0.714286,13,2195.394736
-0.714286,13,2195.428645
1.214286,10,2195.453603
-0.809524,9,2195.477539
1.166667,8,2195.498483
-9.738095,12,2195.528403
1.261905,12,2195.558323
-0.761905,11,2195.587247
1.190476,9,2195.610184
1.309524,14,2195.645091
1.166667,8,2195.666035
-9.714286,13,2195.697949
1.119048,6,2195.715877
1.261905,12,2195.858495
1.095238,5,2195.872483
1.238095,11,2195.901406
1.261905,12,2195.932322
1.214286,10,2195.958253
1.166667,8,2195.978201
1.214286,10,2196.00413
-0.880952,6,2196.021085
-9.857143,7,2196.039012
1.238095,11,2196.065965
1.333333,15,2196.101875
-0.833333,8,2196.12282
-0.809524,9,2196.146756
1.238095,11,2196.173676
1.214286,10,2196.199609
1.261905,12,2196.229527
1.071429,4,2196.241496
1.190476,9,2196.264433
1.214286,10,2196.289368
-0.833333,8,2196.311316
1.214286,10,2196.336243
-0.714286,13,2196.370156
1.142857,7,2196.389076
1.166667,8,2196.410045
-0.761905,11,2196.438967
1.261905,12,2196.468887
1.333333,15,2196.505794
-0.809524,9,2196.64342
-9.714286,13,2196.675335
-0.761905,11,2196.704257
-0.785714,10,2196.731185
1.261905,12,2196.761105
1.238095,11,2196.789031
-0.714286,13,2196.822939
1.119048,6,2196.839894
-9.714286,13,2196.870813
-0.809524,9,2196.894747
1.214286,10,2196.920678
-0.904762,5,2196.935639
1.071429,4,2196.946609
-0.785714,10,2196.972539
-9.642857,16,2197.012433
1.166667,8,2197.03238
1.119048,6,2197.048337
-9.666667,15,2197.085248
1.095238,5,2197.098211
1.190476,9,2197.121149
-9.714286,13,2197.15206
1.285714,13,2197.183974
1.119048,6,2197.199931
1.190476,9,2197.222869
1.238095,11,2197.250795
-9.785714,10,2197.274731
1.238095,11,2197.419343
-9.666667,15,2197.456246
-0.761905,11,2197.484181
1.285714,13,2197.517082
-9.714286,13,2197.548997
-0.761905,11,2197.577919
-0.928571,4,2197.590884
1.190476,9,2197.612835
-0.833333,8,2197.635765
1.071429,4,2197.646735
1.214286,10,2197.671669
1.166667,8,2197.69361
-9.714286,13,2197.7255
-0.904762,5,2197.740459
1.214286,10,2197.766415
-0.833333,8,2197.787379
-9.714286,13,2197.818286
-0.833333,8,2197.839228
1.142857,7,2197.857179
1.095238,5,2197.871135
1.261905,12,2197.901055
-9.785714,10,2197.925988
-0.738095,12,2197.956906
-9.738095,12,2197.985832
1.119048,6,2198.001793
1.190476,9,2198.025723
-0.714286,13,2198.173333
1.071429,4,2198.186298
-9.738095,12,2198.216187
-9.690476,14,2198.250127
1.238095,11,2198.27902
-0.785714,10,2198.305973
1.214286,10,2198.333872
-0.833333,8,2198.356835
-0.833333,8,2198.378778
1.166667,8,2198.400719
-0.904762,5,2198.414682
-0.809524,9,2198.439621
1.238095,11,2198.468537
-0.785714,10,2198.496462
-0.761905,11,2198.525385
1.238095,11,2198.556303
1.238095,11,2198.585232
-0.714286,13,2198.619134
1.285714,13,2198.652052
1.119048,6,2198.667014
1.071429,4,2198.678974
1.190476,9,2198.703907
1.214286,10,2198.731832
1.309524,14,2198.766739
1.166667,8,2198.787683
-9.738095,12,2198.817578
-9.785714,10,2198.841542
-9.809524,9,2198.992236
-0.857143,7,2199.011185
-0.714286,13,2199.044099
1.166667,8,2199.065042
1.095238,5,2199.078
-0.857143,7,2199.098919
1.119048,6,2199.113904
1.190476,9,2199.13784
-9.714286,13,2199.168763
1.285714,13,2199.200678
-0.833333,8,2199.221622
1.142857,7,2199.239573
1.261905,12,2199.26849
1.166667,8,2199.289435
-0.928571,4,2199.301402
1.166667,8,2199.322352
-0.880952,6,2199.339301
1.095238,5,2199.353264
-0.595238,18,2199.399141
-0.761905,11,2199.430033
1.190476,9,2199.453994
1.095238,5,2199.466959
-9.738095,12,2199.494891
-0.738095,12,2199.52581
1.071429,4,2199.536782
1.214286,10,2199.563676
1.166667,8,2199.58462
-0.738095,12,2199.615561
1.214286,10,2199.758155
-9.714286,13,2199.790095
1.309524,14,2199.825999
1.071429,4,2199.836973
-0.880952,6,2199.853923
1.095238,5,2199.867886
1.142857,7,2199.885838
1.095238,5,2199.900799
1.119048,6,2199.91673
1.119048,6,2199.932721
1.071429,4,2199.943693
1.261905,12,2199.973603
1.166667,8,2199.994547
-0.761905,11,2200.022474
-0.809524,9,2200.046409
-0.928571,4,2200.059374
1.309524,14,2200.094287
1.166667,8,2200.1152
1.238095,11,2200.14315
1.380952,17,2200.18505
1.214286,10,2200.209978
-9.738095,12,2200.237903
-0.809524,9,2200.261839
1.166667,8,2200.281786
1.214286,10,2200.307709
1.190476,9,2200.330649
1.166667,8,2200.351593
1.119048,6,2200.367549
1.214286,10,2200.392483
-0.761905,11,2200.534079
1.190476,9,2200.558048
1.142857,7,2200.576964
1.190476,9,2200.600926
-0.785714,10,2200.626856
-0.785714,10,2200.656751
-0.928571,4,2200.669747
1.238095,11,2200.697672
1.214286,10,2200.722608
1.261905,12,2200.752527
1.142857,7,2200.770471
1.119048,6,2200.786446
1.142857,7,2200.804382
-9.738095,12,2200.833304
1.309524,14,2200.867212
1.190476,9,2200.891123
-9.785714,10,2200.914087
-9.666667,15,2200.951986
1.166667,8,2200.971932
1.071429,4,2200.983901
1.214286,10,2201.008834
1.190476,9,2201.031772
1.285714,13,2201.063687
1.309524,14,2201.098601
1.190476,9,2201.122504
1.142857,7,2201.141454
-9.714286,13,2201.172405
1.261905,12,2201.314025
-0.785714,10,2201.340973
1.142857,7,2201.360891
-0.761905,11,2201.388817
1.309524,14,2201.423724
1.333333,15,2201.46262
1.142857,7,2201.480571
-0.714286,13,2201.514481
-9.714286,13,2201.545399
1.261905,12,2201.575318
1.142857,7,2201.594267
-0.809524,9,2201.618204
1.309524,14,2201.653123
-0.809524,9,2201.680013
1.214286,10,2201.703949
-0.761905,11,2201.731874
1.238095,11,2201.758802
1.238095,11,2201.786784
-0.809524,9,2201.809697
1.119048,6,2201.825655
-0.714286,13,2201.857568
-0.809524,9,2201.881499
-0.690476,14,2201.917402
1.119048,6,2201.93336
1.214286,10,2202.073991
1.166667,8,2202.093939
1.261905,12,2202.123851
1.214286,10,2202.150779
-0.714286,13,2202.184662
-9.761905,11,2202.210628
1.166667,8,2202.230573
1.238095,11,2202.257502
1.190476,9,2202.280439
1.214286,10,2202.305367
-0.761905,11,2202.334287
1.142857,7,2202.353238
-0.738095,12,2202.384153
-9.761905,11,2202.411082
-9.738095,12,2202.440006
1.166667,8,2202.461946
-0.809524,9,2202.485881
-0.809524,9,2202.509818
-0.785714,10,2202.537746
1.190476,9,2202.561654
1.214286,10,2202.588613
1.119048,6,2202.604565
-9.738095,12,2202.633461
1.285714,13,2202.667372
-9.761905,11,2202.694299
-0.809524,9,2202.717275
-0.880952,6,2202.847922
-0.619048,17,2202.890797
1.142857,7,2202.909748
1.142857,7,2202.928697
-9.738095,12,2202.95764
1.261905,12,2202.988536
1.071429,4,2203.000511
1.190476,9,2203.023443
-9.690476,14,2203.056363
-0.738095,12,2203.087273
-0.785714,10,2203.113203
1.190476,9,2203.136141
1.190476,9,2203.160053
1.214286,10,2203.185984
1.142857,7,2203.203967
-9.738095,12,2203.232903
1.309524,14,2203.266798
-0.833333,8,2203.287736
1.261905,12,2203.317656
1.190476,9,2203.3406
-9.761905,11,2203.367522
-0.785714,10,2203.394451
1.261905,12,2203.42437
1.190476,9,2203.448306
1.238095,11,2203.476232
1.166667,8,2203.610847
1.095238,5,2203.625832
1.261905,12,2203.656749
1.190476,9,2203.680685
-9.785714,10,2203.705619
-9.714286,13,2203.73853
-0.761905,11,2203.767452
1.238095,11,2203.795379
1.190476,9,2203.818316
1.190476,9,2203.841255
1.190476,9,2203.864194
-9.738095,12,2203.894113
1.095238,5,2203.908077
1.309524,14,2203.941985
1.214286,10,2203.967916
1.119048,6,2204.14844
1.261905,12,2204.180323
1.166667,8,2204.200295
1.190476,9,2204.223241
-9.761905,11,2204.250137
1.190476,9,2204.273099
1.214286,10,2204.299035
-0.833333,8,2204.320972
1.119048,6,2204.337926
-0.857143,7,2204.356875
1.190476,9,2204.379814
-0.785714,10,2204.406742
-9.666667,15,2204.555369
1.166667,8,2204.576289
-0.857143,7,2204.596236
1.095238,5,2204.610199
-0.714286,13,2204.645104
-9.738095,12,2204.675025
1.214286,10,2204.700954
1.119048,6,2204.716912
-0.738095,12,2204.748827
-9.714286,13,2204.780741
1.333333,15,2204.817643
1.261905,12,2204.847562
1.214286,10,2204.873495
1.309524,14,2204.908399
1.261905,12,2204.938319
1.261905,12,2204.969237
-0.833333,8,2204.991179
-0.833333,8,2205.01312
1.214286,10,2205.03905
1.119048,6,2205.054983
1.119048,6,2205.070965
-9.690476,14,2205.104887
-0.785714,10,2205.131802
1.095238,5,2205.145764
1.190476,9,2205.168705
1.190476,9,2205.193611
-0.761905,11,2205.331243
1.095238,5,2205.345243
-0.761905,11,2205.374154
1.119048,6,2205.39114
-0.833333,8,2205.412085
1.261905,12,2205.442005
-0.714286,13,2205.475914
1.190476,9,2205.498852
-9.761905,11,2205.525781
1.214286,10,2205.550714
1.119048,6,2205.566672
1.214286,10,2205.591604
-9.833333,8,2205.611551
1.166667,8,2205.632495
1.142857,7,2205.650447
1.261905,12,2205.680367
1.095238,5,2205.694329
1.142857,7,2205.712281
-0.833333,8,2205.734223
-0.928571,4,2205.746191
-0.690476,14,2205.782095
-0.880952,6,2205.799049
-9.714286,13,2205.830964
1.119048,6,2205.846921
1.214286,10,2205.871854
1.190476,9,2205.894793
1.142857,7,2205.912745
1.166667,8,2205.933689
1.142857,7,2205.951641
1.095238,5,2205.965603
-9.809524,9,2206.096254
1.190476,9,2206.119193
1.238095,11,2206.14612
1.285714,13,2206.179032
1.214286,10,2206.204963
1.095238,5,2206.217928
1.095238,5,2206.231891
-0.809524,9,2206.255827
1.142857,7,2206.273779
1.309524,14,2206.307701
1.071429,4,2206.318659
1.071429,4,2206.329629
1.261905,12,2206.35955
1.095238,5,2206.373512
1.285714,13,2206.405427
1.214286,10,2206.43036
-0.714286,13,2206.463272
1.166667,8,2206.484216
1.214286,10,2206.509149
1.333333,15,2206.545053
1.285714,13,2206.576968
-9.690476,14,2206.610877
-9.714286,13,2206.641794
1.166667,8,2206.662738
1.190476,9,2206.685677
-9.833333,8,2206.705642
1.071429,4,2206.716594
1.214286,10,2206.852298
-0.785714,10,2206.879224
1.261905,12,2206.910141
1.238095,11,2206.939065
1.119048,6,2206.955021
1.309524,14,2206.989928
1.119048,6,2207.005885
-0.785714,10,2207.031815
1.190476,9,2207.054731
-9.690476,14,2207.088664
1.261905,12,2207.120553
-0.761905,11,2207.14851
1.142857,7,2207.167453
1.166667,8,2207.1874
1.166667,8,2207.209316
-9.738095,12,2207.238263
1.238095,11,2207.26619
1.095238,5,2207.279153
1.238095,11,2207.307079
1.238095,11,2207.335008
1.142857,7,2207.352956
-9.738095,12,2207.38188
-9.785714,10,2207.406815
-9.785714,10,2207.430754
-9.690476,14,2207.464658
-0.785714,10,2207.602265
-0.714286,13,2207.638195
1.238095,11,2207.667116
1.238095,11,2207.696042
1.214286,10,2207.721969
1.285714,13,2207.753884
-0.785714,10,2207.780811
1.238095,11,2207.808712
-0.761905,11,2207.83766
1.190476,9,2207.860599
-9.833333,8,2207.880545
-0.761905,11,2207.909467
-0.857143,7,2207.928416
-0.857143,7,2207.948363
1.190476,9,2207.971309
-9.738095,12,2208.001223
-0.833333,8,2208.023163
-9.761905,11,2208.050067
1.238095,11,2208.078016
1.309524,14,2208.111948
1.190476,9,2208.135862
1.190476,9,2208.1588
-0.833333,8,2208.180745
-9.738095,12,2208.210661
1.285714,13,2208.243549
1.214286,10,2208.379185
1.119048,6,2208.396166
-0.809524,9,2208.420101
-0.690476,14,2208.457002
1.238095,11,2208.485926
1.095238,5,2208.499888
1.095238,5,2208.513857
1.261905,12,2208.542773
1.119048,6,2208.559727
1.166667,8,2208.579674
-9.809524,9,2208.602613
-0.809524,9,2208.626549
1.095238,5,2208.639514
-0.833333,8,2208.661456
1.238095,11,2208.690381
1.166667,8,2208.711322
-0.833333,8,2208.732267
-9.761905,11,2208.760192
1.238095,11,2208.787119
1.190476,9,2208.811055
-9.761905,11,2208.837983
-9.785714,10,2208.862944
-0.904762,5,2208.876879
1.285714,13,2208.908794
1.309524,14,2208.943701
-0.833333,8,2208.965641
1.190476,9,2208.989578
1.214286,10,2209.015507
-0.714286,13,2209.160096
1.238095,11,2209.189019
1.166667,8,2209.209988
-0.738095,12,2209.241878
1.119048,6,2209.257835
-0.880952,6,2209.274815
-0.666667,15,2209.312712
-0.738095,12,2209.344628
-9.738095,12,2209.37355
-0.761905,11,2209.402478
1.261905,12,2209.432393
1.119048,6,2209.449355
1.214286,10,2209.476251
-9.690476,14,2209.509189
-0.714286,13,2209.543099
1.214286,10,2209.569027
1.166667,8,2209.588974
-0.761905,11,2209.619899
1.190476,9,2209.643802
1.119048,6,2209.659784
1.214286,10,2209.684726
1.285714,13,2209.716608
1.190476,9,2209.739578
1.190476,9,2209.762516
-0.714286,13,2209.797416
-0.761905,11,2209.93804
1.238095,11,2209.965965
-0.809524,9,2209.990898
1.285714,13,2210.023811
1.166667,8,2210.044754
1.190476,9,2210.067693
1.380952,17,2210.108583
-9.761905,11,2210.135511
1.142857,7,2210.15446
-0.761905,11,2210.182387
-0.761905,11,2210.211283
-0.928571,4,2210.224274
1.142857,7,2210.242227
1.214286,10,2210.269129
-9.690476,14,2210.302074
1.238095,11,2210.328999
-0.738095,12,2210.358927
1.166667,8,2210.379857
1.095238,5,2210.39382
1.095238,5,2210.406785
1.238095,11,2210.434711
1.261905,12,2210.46463
1.261905,12,2210.495548
-0.857143,7,2210.514498
-0.928571,4,2210.527462
1.333333,15,2210.564364
1.119048,6,2210.580322
-0.785714,10,2210.721942
1.190476,9,2210.744887
1.190476,9,2210.767825
-9.738095,12,2210.795756
-0.880952,6,2210.812721
1.214286,10,2210.837639
1.142857,7,2210.855591
-9.690476,14,2210.889494
-9.738095,12,2210.919414
1.238095,11,2210.946342
-9.833333,8,2210.968258
1.166667,8,2210.988205
1.214286,10,2211.01317
1.333333,15,2211.049075
1.285714,13,2211.080981
1.238095,11,2211.108907
-0.738095,12,2211.140821
-0.785714,10,2211.166752
1.238095,11,2211.194678
-0.738095,12,2211.225595
-9.785714,10,2211.251529
1.119048,6,2211.267482
-0.809524,9,2211.291394
-0.785714,10,2211.318347
-0.738095,12,2211.458946
1.285714,13,2211.491882
-0.880952,6,2211.508837
1.333333,15,2211.546736
-0.857143,7,2211.565684
1.190476,9,2211.589621
-0.809524,9,2211.613556
1.238095,11,2211.640485
1.238095,11,2211.669407
1.190476,9,2211.694316
1.285714,13,2211.727227
-9.738095,12,2211.75615
1.142857,7,2211.775125
-0.880952,6,2211.792079
-0.785714,10,2211.81998
1.071429,4,2211.83095
1.142857,7,2211.848902
1.214286,10,2211.874864
1.214286,10,2211.899799
1.214286,10,2211.924731
-0.880952,6,2211.940688
-9.619048,17,2211.98257
1.119048,6,2211.998528
-9.785714,10,2212.02346
-0.833333,8,2212.044404
1.285714,13,2212.077316
-0.904762,5,2212.092276
-9.642857,16,2212.240966
1.261905,12,2212.270853
-9.714286,13,2212.303764
1.261905,12,2212.333685
-0.785714,10,2212.359615
1.285714,13,2212.39153
1.142857,7,2212.408484
-0.833333,8,2212.429428
-0.809524,9,2212.453364
1.190476,9,2212.475306
1.238095,11,2212.502234
1.190476,9,2212.525172
1.309524,14,2212.559081
1.190476,9,2212.58202
1.166667,8,2212.601967
-0.809524,9,2212.625902
1.357143,16,2212.664798
-0.761905,11,2212.692724
-0.761905,11,2212.721646
-0.833333,8,2212.743587
1.190476,9,2212.766526
1.142857,7,2212.785476
-0.714286,13,2212.818387
-9.714286,13,2212.850302
1.190476,9,2212.872243
1.285714,13,2213.015859
1.238095,11,2213.043784
1.190476,9,2213.066723
-0.785714,10,2213.092654
1.285714,13,2213.124568
1.261905,12,2213.154488
1.285714,13,2213.185405
-0.833333,8,2213.206349
-9.738095,12,2213.236269
1.261905,12,2213.266189
-0.738095,12,2213.296109
1.142857,7,2213.317053
1.119048,6,2213.332013
1.238095,11,2213.359939
-0.809524,9,2213.382877
1.261905,12,2213.4118
1.166667,8,2213.431746
-0.785714,10,2213.457677
1.261905,12,2213.486599
1.214286,10,2213.511533
-0.809524,9,2213.535469
-9.761905,11,2213.562397
1.166667,8,2213.583341
1.285714,13,2213.614258
1.190476,9,2213.7479
-9.714286,13,2213.779815
-9.738095,12,2213.809735
1.333333,15,2213.848631
-0.738095,12,2213.878551
1.238095,11,2213.906476
1.261905,12,2213.935399
1.190476,9,2213.958337
-0.809524,9,2213.981276
1.238095,11,2214.009201
-0.785714,10,2214.035132
1.119048,6,2214.051089
-0.880952,6,2214.068044
1.238095,11,2214.094972
-0.904762,5,2214.109931
1.214286,10,2214.134865
-9.761905,11,2214.160795
1.238095,11,2214.188721
1.166667,8,2214.208668
-0.761905,11,2214.236593
-0.880952,6,2214.253547
1.119048,6,2214.269505
1.261905,12,2214.298428
-0.714286,13,2214.332337
-0.738095,12,2214.363254
-9.738095,12,2214.500886
1.142857,7,2214.519835
1.238095,11,2214.548758
-0.857143,7,2214.567707
-9.595238,18,2214.610592
-0.857143,7,2214.629541
1.071429,4,2214.640512
-0.857143,7,2214.659461
1.214286,10,2214.685392
-0.904762,5,2214.699354
-0.880952,6,2214.715312
-0.857143,7,2214.735259
-9.714286,13,2214.766176
-9.619048,17,2214.807066
1.166667,8,2214.827013
1.357143,16,2214.866906
1.285714,13,2214.898821
1.119048,6,2214.913781
-0.857143,7,2214.933728
1.119048,6,2214.948688
-0.857143,7,2214.967637
-0.785714,10,2214.993567
1.238095,11,2215.021493
-0.761905,11,2215.049418
-0.857143,7,2215.069365
1.119048,6,2215.085322
-9.738095,12,2215.114244
-0.595238,18,2215.26787
-0.785714,10,2215.2938
1.142857,7,2215.312788
1.261905,12,2215.343667
1.166667,8,2215.364611
1.166667,8,2215.385555
1.238095,11,2215.412483
1.261905,12,2215.441405
1.142857,7,2215.459357
1.166667,8,2215.479304
1.238095,11,2215.507229
1.166667,8,2215.527176
1.095238,5,2215.541138
-0.738095,12,2215.571058
1.238095,11,2215.598984
-0.666667,15,2215.636882
1.238095,11,2215.66381
1.190476,9,2215.686749
-0.809524,9,2215.709687
1.142857,7,2215.728637
1.142857,7,2215.746589
1.142857,7,2215.765538
1.190476,9,2215.788477
1.214286,10,2215.814407
1.261905,12,2215.844327
1.285714,13,2215.877239
-9.714286,13,2215.909154
-9.809524,9,2216.042835
1.285714,13,2216.074747
-0.857143,7,2216.094719
-9.642857,16,2216.132618
1.166667,8,2216.153561
-9.809524,9,2216.175477
1.119048,6,2216.191435
-9.809524,9,2216.212404
1.190476,9,2216.235342
1.238095,11,2216.263268
-0.761905,11,2216.291194
1.119048,6,2216.30715
1.071429,4,2216.319118
1.190476,9,2216.341035
-0.857143,7,2216.360981
-0.809524,9,2216.38392
-0.809524,9,2216.407887
-0.761905,11,2216.436804
1.166667,8,2216.45675
1.261905,12,2216.486695
1.285714,13,2216.519602
-0.785714,10,2216.545488
1.166667,8,2216.566432
1.142857,7,2216.584384
1.285714,13,2216.616316
1.238095,11,2216.644248
-0.785714,10,2216.670181
1.214286,10,2216.805792
1.142857,7,2216.823743
1.214286,10,2216.849673
1.119048,6,2216.865657
1.309524,14,2216.899541
1.285714,13,2216.932484
1.214286,10,2216.957411
1.333333,15,2216.994287
-0.857143,7,2217.013261
1.166667,8,2217.034206
1.238095,11,2217.062131
-0.904762,5,2217.077091
1.166667,8,2217.098034
1.214286,10,2217.122967
1.309524,14,2217.157874
-0.857143,7,2217.176823
-0.738095,12,2217.207741
-9.761905,11,2217.234658
1.095238,5,2217.247634
1.190476,9,2217.270548
1.214286,10,2217.295499
1.309524,14,2217.330413
-0.928571,4,2217.34238
1.190476,9,2217.366292
1.190476,9,2217.388233
1.190476,9,2217.411203
1.190476,9,2217.434142
1.238095,11,2217.570745
-0.833333,8,2217.592686
-0.714286,13,2217.625598
1.238095,11,2217.652526
1.214286,10,2217.678488
1.261905,12,2217.708401
-0.809524,9,2217.73134
-9.642857,16,2217.770236
1.214286,10,2217.796166
1.166667,8,2217.816088
-0.785714,10,2217.842019
1.142857,7,2217.860968
-9.642857,16,2217.897869
1.333333,15,2217.933773
1.166667,8,2217.95372
-0.714286,13,2217.985635
-0.904762,5,2217.999597
-0.833333,8,2218.020541
1.095238,5,2218.033506
1.190476,9,2218.055448
1.214286,10,2218.079384
1.261905,12,2218.108306
-0.809524,9,2218.131245
1.190476,9,2218.153186
1.166667,8,2218.173133
-0.785714,10,2218.309767
-9.619048,17,2218.350657
-0.785714,10,2218.376589
-9.738095,12,2218.406509
1.095238,5,2218.419474
-0.833333,8,2218.441415
1.238095,11,2218.469366
-0.761905,11,2218.498288
1.190476,9,2218.521227
1.238095,11,2218.54813
1.166667,8,2218.569073
-0.714286,13,2218.600988
1.071429,4,2218.611959
-9.642857,16,2218.650879
1.309524,14,2218.685786
1.261905,12,2218.714684
1.095238,5,2218.728672
1.190476,9,2218.752608
1.214286,10,2218.776518
-9.666667,15,2218.813444
-0.761905,11,2218.842367
1.238095,11,2218.870292
-9.809524,9,2218.892209
1.238095,11,2218.919162
-0.857143,7,2218.939108
1.095238,5,2219.064747
-0.714286,13,2219.097659
1.261905,12,2219.127579
1.119048,6,2219.144558
-0.785714,10,2219.171486
-0.714286,13,2219.204399
-0.904762,5,2219.21936
-9.714286,13,2219.250251
-9.714286,13,2219.281195
1.285714,13,2219.314105
1.238095,11,2219.341038
-0.761905,11,2219.369956
1.119048,6,2219.385912
1.214286,10,2219.411819
1.166667,8,2219.431765
-9.714286,13,2219.462707
1.166667,8,2219.482654
1.142857,7,2219.502576
1.285714,13,2219.536485
-0.809524,9,2219.559423
-0.761905,11,2219.586351
-0.738095,12,2219.616271
-0.809524,9,2219.63921
1.214286,10,2219.666138
1.190476,9,2219.689077
-0.761905,11,2219.82874
1.285714,13,2219.860649
-0.880952,6,2219.877609
1.238095,11,2219.905498
1.190476,9,2219.927439
-0.833333,8,2219.948383
-0.857143,7,2219.967332
-0.857143,7,2219.986281
1.190476,9,2220.008223
1.285714,13,2220.040171
-0.833333,8,2220.061113
-0.833333,8,2220.083048
-9.666667,15,2220.118951
1.071429,4,2220.129922
1.166667,8,2220.150841
1.142857,7,2220.168835
1.119048,6,2220.184775
1.261905,12,2220.213674
1.261905,12,2220.243593
1.190476,9,2220.266532
1.238095,11,2220.294481
1.214286,10,2220.319416
1.071429,4,2220.330361
1.142857,7,2220.348337
1.095238,5,2220.362276
-9.690476,14,2220.39621
1.142857,7,2220.415135
1.166667,8,2220.436078
-9.738095,12,2220.464003
1.238095,11,2220.60166
1.214286,10,2220.628588
-9.714286,13,2220.660503
1.214286,10,2220.6894
1.119048,6,2220.70436
1.333333,15,2220.740264
1.071429,4,2220.751235
1.119048,6,2220.766195
-9.833333,8,2220.785144
1.095238,5,2220.798142
1.238095,11,2220.825068
1.119048,6,2220.841026
1.095238,5,2220.854988
-0.880952,6,2220.870939
1.190476,9,2220.893878
1.214286,10,2220.919829
1.071429,4,2220.930779
1.166667,8,2220.950726
-0.833333,8,2220.972668
-0.761905,11,2221.001592
1.095238,5,2221.014555
-0.785714,10,2221.041458
1.071429,4,2221.052454
-0.833333,8,2221.074395
1.166667,8,2221.094317
-9.785714,10,2221.119276
1.071429,4,2221.130247
-0.880952,6,2221.147202
1.166667,8,2221.167122
1.190476,9,2221.191083
1.214286,10,2221.216017
-0.833333,8,2221.23696
1.238095,11,2221.374592
1.214286,10,2221.40152
-0.666667,15,2221.440391
1.214286,10,2221.465324
1.309524,14,2221.498236
1.214286,10,2221.523169
1.238095,11,2221.5491
-9.738095,12,2221.578054
1.309524,14,2221.612954
1.190476,9,2221.635893
-9.666667,15,2221.671816
-9.785714,10,2221.696705
1.214286,10,2221.723633
-9.714286,13,2221.75455
1.238095,11,2221.780481
-9.809524,9,2221.801425
1.166667,8,2221.822369
1.261905,12,2221.851291
1.190476,9,2221.873233
-0.880952,6,2221.890213
1.142857,7,2221.909161
-0.833333,8,2221.931103
1.095238,5,2221.944072
-0.809524,9,2221.968004
1.238095,11,2221.994907
1.071429,4,2222.116581
1.238095,11,2222.144531
1.190476,9,2222.16747
1.380952,17,2222.209358
1.190476,9,2222.232297
-9.714286,13,2222.263214
1.214286,10,2222.289146
1.309524,14,2222.323054
-9.809524,9,2222.345001
1.166667,8,2222.364917
1.285714,13,2222.396832
1.190476,9,2222.419795
-0.904762,5,2222.434755
1.190476,9,2222.457669
1.214286,10,2222.481605
-9.761905,11,2222.508558
1.071429,4,2222.520529
1.214286,10,2222.545459
-9.714286,13,2222.576352
1.238095,11,2222.605299
1.309524,14,2222.639183
1.142857,7,2222.658145
1.071429,4,2222.669128
1.333333,15,2222.706029
-0.880952,6,2222.722984
1.190476,9,2222.745922
1.309524,14,2222.890511
-9.666667,15,2222.927415
1.166667,8,2222.948381
-9.809524,9,2222.970297
1.261905,12,2223.001215
-9.785714,10,2223.024153
1.119048,6,2223.040111
1.166667,8,2223.060081
1.166667,8,2223.080004
1.166667,8,2223.100973
1.285714,13,2223.133884
-0.809524,9,2223.15782
-0.928571,4,2223.169789
-0.809524,9,2223.193724
-9.714286,13,2223.224642
-0.690476,14,2223.261544
1.261905,12,2223.291463
1.309524,14,2223.326369
-0.857143,7,2223.344321
1.190476,9,2223.368257
-0.857143,7,2223.387207
1.190476,9,2223.410147
1.142857,7,2223.428103
-0.738095,12,2223.458991
1.190476,9,2223.482957
1.261905,12,2223.51188
1.142857,7,2223.639507
-0.761905,11,2223.668454
1.142857,7,2223.686382
1.095238,5,2223.70037
1.142857,7,2223.718296
1.095238,5,2223.732283
1.333333,15,2223.769186
1.166667,8,2223.790128
-9.642857,16,2223.829016
1.190476,9,2223.851964
-0.714286,13,2223.88485
1.285714,13,2223.917763
-0.738095,12,2223.946685
1.166667,8,2223.967654
-9.738095,12,2223.996576
-0.928571,4,2224.009541
1.309524,14,2224.043426
-9.714286,13,2224.075366
1.119048,6,2224.09133
1.285714,13,2224.123237
-0.761905,11,2224.153159
1.166667,8,2224.174101
1.071429,4,2224.185047
-0.833333,8,2224.207013
1.095238,5,2224.220976
1.309524,14,2224.254885
1.071429,4,2224.265831
-0.809524,9,2224.400503
1.238095,11,2224.428421
1.190476,9,2224.45136
1.214286,10,2224.477265
1.142857,7,2224.495217
1.190476,9,2224.518156
1.333333,15,2224.55406
1.119048,6,2224.570042
-0.833333,8,2224.590989
1.190476,9,2224.614922
1.095238,5,2224.627863
1.071429,4,2224.639855
1.238095,11,2224.66676
-9.785714,10,2224.691692
